group_ID	annotation	annotation_type	EO	SM
comp54410_c2		blast	9.6	39.38
comp54410_c3		blast	20.27	30.0
comp54411_c0	atg4c	blast	234.12	538.16
comp54413_c1	fam101b	blast	74.66	140.64
comp54414_c0	hnrnpa1	blast	1556.69	1629.49
comp54415_c0	TNS1 (2 of 2)	blast	3988.51	1895.76
comp54416_c5	hemk1	blast	132.26	116.26
comp54417_c0		blast	1974.79	163.14
comp54417_c1	gatsl2	blast	1188.71	166.89
comp54418_c2	abhd5	blast	101.33	133.13
comp54419_c0	rcan1b	blast	79.46	60.0
comp54420_c0	acss3	blast	26.66	48.75
comp54421_c0		blast	34.66	170.64
comp54421_c1	col4a3bpa	blast	342.38	232.52
comp54421_c2		blast	44.8	50.63
comp54421_c4		blast	138.66	483.78
comp54421_c5		blast	14.93	112.51
comp54422_c0		blast	12.27	13.13
comp54422_c1	baz1a	blast	42.66	43.13
comp54424_c0	abhd6a	blast	35.2	157.51
comp54425_c0		blast	24.0	28.13
comp54425_c1	ptpra	blast	12.27	3.75
comp54425_c3		blast	12.8	5.63
comp54426_c0		blast	137.59	270.02
comp54426_c1		blast	66.13	95.63
comp54426_c2		blast	289.05	631.92
comp54426_c3	arl6ip1	blast	739.68	3198.98
comp54426_c4		blast	664.49	236.27
comp54427_c0		blast	1787.61	2291.41
comp54428_c0	cd276	blast	25.6	20.63
comp54429_c0		blast	111.46	106.88
comp54429_c1	iqgap1	blast	150.92	198.76
comp54431_c0		blast	8.53	30.0
comp54431_c1		blast	21.87	13.13
comp54431_c2		blast	51.73	118.13
comp54432_c0		blast	23.46	15.0
comp54432_c2		blast	13.87	1.88
comp54432_c3		blast	71.46	41.25
comp54432_c4		blast	14.4	5.63
comp54432_c6		blast	30.4	9.38
comp54432_c9	gnb2	blast	101.33	80.63
comp54433_c0		blast	524.23	105.01
comp54433_c2	fstl1b	blast	3838.66	1066.95
comp54433_c3		blast	3639.74	800.68
comp54434_c0	C2 (4 of 4)	blast	31.46	101.26
comp54435_c1	rad50	blast	392.51	271.89
comp54436_c0		blast	60.26	52.5
comp54436_c1	cuedc2	blast	20.27	22.5
comp54437_c1	RNF166 (2 of 2)	blast	60.8	35.63
comp54438_c0	ASXL1	blast	130.12	213.77
comp54438_c2		blast	20.8	9.38
comp54439_c0		blast	25.06	0.0
comp54439_c1		blast	33.06	3.75
comp54439_c2	mamdc1	blast	20.8	3.75
comp54440_c0		blast	195.19	11.25
comp54441_c0		blast	9.6	30.0
comp54442_c0	anxa1a	blast	3394.96	3864.65
comp54443_c0	ftsj	blast	342.91	423.78
comp54444_c0		blast	14.4	1.88
comp54445_c0	yif1b	blast	234.12	435.03
comp54445_c1	notch3	blast	44.8	71.26
comp54445_c2		blast	11.73	1.88
comp54445_c3		blast	86.93	80.63
comp54445_c4		blast	25.6	46.88
comp54447_c0		blast	20.8	95.63
comp54447_c1		blast	13.33	108.76
comp54448_c0		blast	6.93	15.0
comp54448_c1	kbtbd5a	blast	155.19	1243.21
comp54448_c2		blast	26.13	37.5
comp54448_c3		blast	57.06	161.26
comp54448_c7		blast	90.13	251.27
comp54449_c0		blast	93.86	90.01
comp54449_c4	trim8	blast	56.0	76.88
comp54450_c0	RAMP1	blast	100.79	16.88
comp54450_c2	cul4b	blast	82.13	67.5
comp54451_c0		blast	15.47	0.0
comp54452_c1	mtmr6	blast	108.26	99.38
comp54453_c3	BX927282.2	blast	93.33	39.38
comp54453_c6		blast	43.73	7.5
comp54454_c0		blast	12.8	5.63
comp54455_c0	cct5	blast	3337.89	3228.98
comp54456_c0	gcnt4a	blast	14.93	35.63
comp54457_c0		blast	40.53	9.38
comp54458_c0	ADAM12	blast	79.99	247.52
comp54459_c0	RB1CC1	blast	72.53	136.88
comp54460_c0	nmt1b	blast	11.73	11.25
comp54461_c2	abi1b	blast	59.73	101.26
comp54462_c0	lrrc1	blast	31.46	9.38
comp54462_c1		blast	20.27	1.88
comp54462_c2		blast	27.73	5.63
comp54463_c3		blast	16.53	11.25
comp54464_c1	MAML2	blast	110.93	131.26
comp54465_c1	lrrfip2	blast	446.37	1141.96
comp54466_c1	snx9l	blast	230.92	172.51
comp54467_c0		blast	45.86	54.38
comp54467_c4	mypt2	blast	30.93	37.5
comp54468_c0	GTF3C1	blast	99.73	255.02
comp54469_c0		blast	15.47	324.4
comp54469_c1	ate1	blast	88.53	2081.4
comp54470_c0	adamts9	blast	565.83	116.26
comp54472_c0	bmi1a	blast	61.86	118.13
comp54472_c3		blast	22.4	0.0
comp54473_c0	cept1a	blast	25.6	26.25
comp54475_c0	abhd4	blast	32.53	67.5
comp54475_c1		blast	9.6	7.5
comp54477_c0	LRIF1 (1 of 2)	blast	217.58	204.39
comp54478_c0		blast	144.52	847.56
comp54478_c1		blast	175.45	558.79
comp54479_c0		blast	54.4	60.0
comp54480_c0		blast	62.4	37.5
comp54480_c1	n4bp2	blast	227.18	315.02
comp54481_c0	fn1	blast	1673.48	973.19
comp54482_c0	RNF130 (1 of 2)	blast	60.8	39.38
comp54483_c0		blast	26.66	11.25
comp54484_c0		blast	18.13	18.75
comp54484_c3		blast	13.33	15.0
comp54485_c2	SLC19A1	blast	43.2	67.5
comp54486_c0		blast	358.37	436.91
comp54486_c1	pura	blast	161.59	290.65
comp54487_c3	c1qtnf1	blast	46.93	191.26
comp54488_c0	FILIP1 (1 of 2)	blast	69.33	2585.81
comp54490_c0		blast	10.13	7.5
comp54490_c1		blast	26.66	7.5
comp54491_c0	zgc:158343	blast	76.79	13.13
comp54492_c0		blast	25.06	5.63
comp54493_c0		blast	31.46	45.0
comp54493_c1	nom1	blast	119.99	78.76
comp54494_c2		blast	12.8	3.75
comp54494_c4		blast	10.67	16.88
comp54496_c0	adamts15a	blast	247.45	198.76
comp54497_c0		blast	68.8	63.75
comp54498_c0	fam208ab	blast	140.79	217.52
comp54499_c0	DACT3 (2 of 2)	blast	12.27	45.0
comp54501_c1		blast	27.2	15.0
comp54503_c0		blast	37.33	20.63
comp54503_c4		blast	13.87	13.13
comp54503_c5	abhd3	blast	39.46	56.25
comp54504_c1		blast	57.06	37.5
comp54505_c0	CR790377.1	blast	208.52	0.0
comp54506_c0	ehmt2	blast	50.66	75.01
comp54508_c0		blast	159.46	148.14
comp54508_c1	klhdc10	blast	125.32	307.52
comp54509_c0	DTX2	blast	25.06	26.25
comp54509_c1		blast	11.73	9.38
comp54511_c0		blast	46.4	61.88
comp54511_c1	ccdc43	blast	151.46	258.77
comp54512_c0	BUB1B	blast	51.2	31.88
comp54513_c0	rnaset2	blast	70.93	73.13
comp54514_c0		blast	14.4	5.63
comp54514_c1		blast	69.86	45.0
comp54514_c2	tmtc1	blast	64.53	76.88
comp54514_c3	RNF166 (2 of 2)	blast	21.33	13.13
comp54514_c4		blast	41.6	54.38
comp54515_c0	FAM8A1 (2 of 3)	blast	422.37	519.41
comp54515_c1		blast	73.59	43.13
comp54516_c0		blast	23.46	41.25
comp54517_c0		blast	15.47	0.0
comp54518_c0	xk	blast	24.0	26.25
comp54518_c1		blast	16.0	11.25
comp54519_c0	dok1b	blast	138.12	204.39
comp54520_c0	si:dkey-51d8.9	blast	94.93	108.76
comp54521_c0		blast	36.26	28.13
comp54522_c0	nudt5	blast	125.32	95.63
comp54523_c3	tal2	blast	40.0	67.5
comp54524_c1		blast	38.93	9.38
comp54524_c2	MLIP	blast	1990.79	399.4
comp54524_c3	celf1	blast	1658.01	780.06
comp54525_c0	METTL4	blast	38.93	91.88
comp54526_c0		blast	418.64	916.94
comp54526_c1	ube2d4	blast	367.97	916.94
comp54527_c0	lsm10	blast	31.46	41.25
comp54528_c0		blast	11.73	0.0
comp54530_c0	SUOX	blast	320.51	24.38
comp54531_c0	c1galt1b	blast	70.39	73.13
comp54531_c1		blast	15.47	9.38
comp54531_c3	si:ch211-214j8.12	blast	63.46	56.25
comp54532_c1	zgc:66447	blast	28.26	52.5
comp54533_c0	exosc10	blast	470.9	480.03
comp54534_c0		blast	15.47	26.25
comp54535_c0	ss18	blast	40.53	43.13
comp54535_c1		blast	53.33	11.25
comp54536_c3		blast	19.73	1.88
comp54536_c4		blast	8.53	67.5
comp54536_c5		blast	19.2	5.63
comp54537_c1	RTKN (1 of 2)	blast	332.24	324.4
comp54538_c0	unc45b	blast	470.9	2445.18
comp54539_c2		blast	40.53	18.75
comp54539_c4	ESCO1	blast	85.86	73.13
comp54540_c2	tdp2b	blast	33.6	22.5
comp54541_c0		blast	33.6	0.0
comp545414_c0	fndc3ba	blast	11.73	7.5
comp54543_c0		blast	93.86	35.63
comp54544_c0	cables1	blast	83.73	35.63
comp54544_c3		blast	64.0	5.63
comp54545_c0		blast	21.33	7.5
comp54546_c1	PWWP2A	blast	143.46	146.26
comp54546_c2		blast	16.53	5.63
comp54547_c0	ECE2	blast	189.85	103.13
comp54547_c1		blast	303.44	206.26
comp54549_c0	n4bp1	blast	151.46	159.39
comp54550_c3	RBMS2 (1 of 2)	blast	16.53	0.0
comp54550_c6	RBMS2 (1 of 2)	blast	58.66	18.75
comp54550_c7		blast	88.53	24.38
comp54550_c8	cpvl	blast	52.26	95.63
comp54551_c0		blast	391.97	466.91
comp54551_c1	bckdk	blast	115.19	215.64
comp54552_c0		blast	429.3	294.4
comp54553_c1		blast	14.93	1.88
comp54553_c2	mbnl3	blast	1927.86	841.94
comp54553_c3	mmp14a	blast	685.82	271.89
comp54553_c4		blast	473.03	185.64
comp54554_c0		blast	12.27	13.13
comp54555_c1	si:ch211-269i23.2	blast	84.79	253.14
comp54555_c2		blast	21.33	22.5
comp54556_c0		blast	20.8	24.38
comp54557_c0	OAT	blast	480.5	969.44
comp54557_c1		blast	1265.51	1303.22
comp54558_c1	SI	blast	957.8	341.27
comp54558_c2		blast	67.2	33.75
comp54558_c3	LRBA	blast	36.8	18.75
comp54559_c0		blast	15.47	20.63
comp54559_c1		blast	27.73	33.75
comp54560_c0		blast	411.7	138.76
comp54560_c1		blast	55.46	11.25
comp54560_c2	slc9a6b	blast	442.1	198.76
comp54560_c3		blast	96.53	30.0
comp54561_c1	hars	blast	507.7	592.54
comp54562_c0		blast	11.2	13.13
comp54563_c0		blast	7.47	26.25
comp54564_c0	ddx46	blast	799.94	1168.21
comp54565_c0		blast	65.6	41.25
comp54566_c0		blast	19.2	41.25
comp54567_c0	sh3bp4a	blast	68.8	80.63
comp54568_c0		blast	26.66	3.75
comp54569_c0	CXCL11 (4 of 4)	blast	11.73	120.01
comp54570_c0		blast	16.0	50.63
comp54570_c1	sel1l	blast	166.92	241.89
comp54571_c0		blast	8.53	30.0
comp54572_c0	sema4ga	blast	13.33	20.63
comp54574_c1	ARHGAP29 (1 of 2)	blast	121.59	80.63
comp54575_c0		blast	39.46	33.75
comp54576_c1		blast	12.27	7.5
comp54578_c0	commd2	blast	89.59	105.01
comp54579_c0	mid1ip1b	blast	29.33	133.13
comp54580_c1	pkmyt1	blast	28.26	28.13
comp54581_c0	CU655961.6	blast	18.67	37.5
comp54582_c0	PRKG1 (2 of 2)	blast	32.0	45.0
comp54583_c0		blast	194.65	133.13
comp54584_c0	C13H4orf32	blast	135.46	270.02
comp54585_c0	sec22a	blast	61.86	97.51
comp54585_c1	sephs1	blast	170.12	121.88
comp54586_c0	LAMP1 (2 of 2)	blast	1923.06	1524.48
comp54586_c1		blast	1333.77	693.8
comp54587_c0		blast	21.33	15.0
comp54588_c0		blast	46.93	103.13
comp54588_c1	pvrl3l	blast	2407.29	2745.2
comp54588_c2		blast	87.46	15.0
comp54588_c3	diaph3	blast	513.03	101.26
comp54589_c0	MSS51	blast	679.95	2762.07
comp54590_c0		blast	86.39	56.25
comp54592_c0	SH3D21	blast	191.99	58.13
comp54593_c0	nf2a	blast	85.86	112.51
comp54595_c0	CU571169.4	blast	55.46	330.02
comp54597_c1	sept5a	blast	18.13	9.38
comp54598_c1	ccdc28a	blast	402.1	221.27
comp54599_c1		blast	18.13	15.0
comp54599_c2	ca16b	blast	42.66	58.13
comp54600_c0		blast	50.13	24.38
comp54601_c0		blast	1244.18	2023.27
comp54601_c1	KCNJ12 (2 of 2)	blast	339.18	881.31
comp54601_c2		blast	24.53	86.26
comp54602_c0	ppapdc1a	blast	51.2	28.13
comp54604_c0		blast	14.4	1.88
comp54604_c1	nav2b	blast	11.2	0.0
comp54604_c2		blast	24.53	3.75
comp54604_c3	NAV2 (1 of 2)	blast	39.46	7.5
comp54605_c0		blast	35.2	1.88
comp54606_c1	slbp	blast	102.39	82.51
comp54607_c1		blast	119.46	103.13
comp54607_c4	igf2bp3	blast	25.06	286.9
comp54607_c6		blast	8.53	63.75
comp54608_c0		blast	9.6	52.5
comp54609_c0	ehd2	blast	687.95	1378.22
comp54609_c1		blast	385.57	555.04
comp54609_c2		blast	484.77	251.27
comp54610_c0	adam8a	blast	48.0	78.76
comp54611_c0		blast	13.87	20.63
comp54611_c1		blast	16.0	9.38
comp54611_c2		blast	17.07	11.25
comp54611_c4		blast	21.87	22.5
comp54612_c1	smg6	blast	209.58	213.77
comp54612_c2		blast	11.2	11.25
comp54613_c0	blvrb	blast	342.91	421.91
comp54613_c1	vps36	blast	130.12	129.38
comp54613_c5	CCDC74A	blast	45.86	43.13
comp54614_c0		blast	12.27	5.63
comp54614_c1		blast	445.83	189.39
comp54615_c0	megf6a	blast	30.4	18.75
comp54616_c0	cuedc1b	blast	550.89	286.9
comp54616_c1		blast	35.73	26.25
comp54616_c2	rgs5a	blast	813.28	958.19
comp54616_c3		blast	389.84	161.26
comp54617_c0		blast	1.6	491.29
comp54618_c0	hccs	blast	248.52	223.14
comp54619_c0	rp42-pen	blast	83.19	393.78
comp54620_c0	CABZ01093075.1	blast	73.06	140.64
comp54621_c2	ATXN7L1	blast	48.53	24.38
comp54622_c1	IGSF8	blast	19.2	31.88
comp54622_c5		blast	24.53	18.75
comp54623_c0	PRR5	blast	181.32	22.5
comp54624_c0		blast	21.33	20.63
comp54624_c4	cntfr	blast	24.0	172.51
comp54624_c7		blast	16.53	9.38
comp54625_c2	prpf4bb	blast	380.24	354.4
comp54626_c0	si:dkey-21o19.2	blast	40.53	15.0
comp54627_c0	zdhhc5a	blast	51.73	60.0
comp54627_c1	HBM	blast	220.25	129.38
comp54628_c0		blast	60.8	114.38
comp54628_c1	slc16a1	blast	17.6	73.13
comp54629_c0	si:ch211-223a10.1	blast	15.47	30.0
comp54631_c0	TEAD4	blast	322.64	780.06
comp54632_c0	si:dkey-110c1.1	blast	51.73	5.63
comp54633_c0	grpel1	blast	322.11	213.77
comp54634_c1	srd5a1	blast	32.0	33.75
comp54634_c2	DOCK2	blast	22.93	13.13
comp54634_c3	dock1	blast	111.46	110.63
comp54634_c4		blast	56.0	46.88
comp54635_c0		blast	54.4	50.63
comp54635_c2	creb3l1	blast	199.99	67.5
comp54636_c0	bend3	blast	99.19	35.63
comp54637_c0		blast	513.56	15.0
comp54638_c0	cyp3c1l2	blast	85.33	116.26
comp54639_c1	CCL25 (2 of 2)	blast	58.66	0.0
comp54641_c0		blast	25.06	1.88
comp54642_c0	nt5c1bb	blast	75.19	60.0
comp54643_c0	alg8	blast	78.39	60.0
comp54644_c0		blast	11.2	3.75
comp54645_c2		blast	12.27	9.38
comp54646_c0		blast	10.13	7.5
comp54647_c0		blast	24.53	30.0
comp54648_c0		blast	18.13	71.26
comp54649_c1		blast	31.46	22.5
comp54650_c0	tsnaxip1	blast	27.2	16.88
comp54651_c1	btbd2	blast	227.72	153.76
comp54651_c2	ip6k2	blast	14.4	43.13
comp54652_c0		blast	9.07	13.13
comp54653_c1	CCM2L	blast	13.33	16.88
comp54653_c2	CCM2L	blast	40.0	63.75
comp54654_c0		blast	16.53	135.01
comp54654_c1	syne2b	blast	10.13	189.39
comp54656_c0		blast	62.93	41.25
comp54658_c0		blast	163.19	101.26
comp54658_c1	loxl2b	blast	511.43	303.77
comp54659_c0		blast	13.33	33.75
comp54659_c1		blast	883.14	2092.65
comp54659_c2		blast	542.36	455.66
comp54659_c3		blast	133.32	114.38
comp54659_c4		blast	1059.66	2064.52
comp54659_c5	hspb6	blast	4151.17	485.66
comp54660_c0		blast	50.66	108.76
comp54660_c1		blast	166.92	172.51
comp54660_c2	TCEB3C	blast	282.11	170.64
comp54661_c3	rapgef1a	blast	24.0	26.25
comp54661_c5	rapgef1a	blast	61.86	60.0
comp54662_c0	asb2b	blast	2.13	241.89
comp54663_c1	arhgap28	blast	149.86	150.01
comp54664_c0		blast	87.46	180.01
comp54664_c1		blast	27.73	3.75
comp54665_c0	cdk2	blast	42.13	18.75
comp54667_c0	edil3	blast	179.19	67.5
comp54668_c2	appl2	blast	311.44	123.76
comp54669_c0		blast	38.4	30.0
comp54670_c0		blast	13.87	20.63
comp54671_c0	zgc:152951	blast	285.85	58.13
comp54672_c0		blast	42.66	46.88
comp54673_c1	arrdc2	blast	14.4	7.5
comp54674_c0		blast	25.06	31.88
comp54674_c1	NR1H3	blast	117.86	133.13
comp54675_c0	kif3a	blast	162.12	148.14
comp54676_c0		blast	13.33	11.25
comp54676_c1		blast	93.86	61.88
comp54677_c0		blast	21.33	20.63
comp54677_c1	zgc:112962	blast	435.7	1595.74
comp54678_c0	atf7b	blast	151.46	159.39
comp54678_c1		blast	32.0	24.38
comp54679_c0	sgsh	blast	143.46	112.51
comp54680_c0		blast	13.87	7.5
comp54681_c0		blast	42.66	52.5
comp54682_c0	adprm	blast	51.73	97.51
comp54683_c0	scel	blast	15.47	0.0
comp54684_c0	tet3	blast	136.52	97.51
comp54684_c1		blast	108.26	54.38
comp54684_c2		blast	35.2	11.25
comp54685_c0	tmem168a	blast	178.12	125.63
comp54687_c0	dars2	blast	108.79	114.38
comp54688_c0		blast	129.59	82.51
comp54689_c0	fhla	blast	3170.44	12953.43
comp54690_c0		blast	97.06	91.88
comp54691_c0		blast	757.28	69.38
comp54691_c1	frem3	blast	7590.39	2252.04
comp54693_c2	pex1	blast	34.66	90.01
comp54694_c0	PREB	blast	220.78	238.14
comp54695_c0	mogs	blast	145.59	159.39
comp54696_c0		blast	70.93	82.51
comp54696_c1	aagab	blast	284.78	268.14
comp54697_c0	CCDC174	blast	433.57	318.77
comp54698_c0	CU019624.1	blast	25.6	26.25
comp54699_c0	cog1	blast	70.93	88.13
comp54700_c1	smc5	blast	133.32	226.89
comp54701_c0	C24H8orf33	blast	62.93	45.0
comp54701_c1		blast	9.6	11.25
comp54702_c0		blast	53.86	13.13
comp54703_c0		blast	25.06	48.75
comp54703_c2		blast	17.07	24.38
comp54705_c0		blast	18.13	3.75
comp54706_c1	CT027835.1	blast	84.79	380.65
comp54707_c0	azi2	blast	100.26	82.51
comp54708_c0	rint1	blast	193.05	86.26
comp54710_c0		blast	34.66	9.38
comp54710_c1		blast	12.27	13.13
comp54710_c3		blast	37.33	9.38
comp54712_c1		blast	47.46	67.5
comp54712_c10		blast	26.13	26.25
comp54712_c11		blast	12.8	11.25
comp54712_c12	SAMHD1	blast	34.13	46.88
comp54712_c13		blast	21.87	13.13
comp54712_c14		blast	130.66	120.01
comp54712_c7	ugcg	blast	32.53	22.5
comp54712_c9		blast	11.2	13.13
comp54713_c0	KLHL38 (2 of 2)	blast	1.6	187.51
comp54714_c0	ERAP1 (2 of 2)	blast	76.79	105.01
comp54715_c1	si:ch73-196k8.2	blast	62.4	133.13
comp54716_c1	nsd1b	blast	61.33	60.0
comp54717_c0	atp5l	blast	943.93	1800.13
comp54718_c4		blast	26.13	28.13
comp54719_c0	cdc23	blast	107.73	91.88
comp54720_c0		blast	7.47	84.38
comp54721_c0	TSPAN19	blast	80.53	151.89
comp54721_c3		blast	10.13	5.63
comp54722_c0	rreb1b	blast	235.72	185.64
comp54723_c0	MRPS36	blast	549.29	586.92
comp54724_c0		blast	333.31	234.39
comp54724_c1	TCOF1 (1 of 2)	blast	445.3	309.4
comp54725_c1	tmed3	blast	153.59	105.01
comp54726_c0	CR936200.1	blast	30.93	95.63
comp54727_c0	msxc	blast	14.4	9.38
comp54727_c1	znf511	blast	75.73	20.63
comp54728_c0	ccnt2b	blast	56.0	116.26
comp54728_c2		blast	13.87	24.38
comp54728_c3	ccnt2b	blast	184.52	146.26
comp54729_c0	mdm4	blast	172.25	187.51
comp54731_c0	wdr48	blast	169.59	103.13
comp54733_c0		blast	88.53	88.13
comp54733_c1		blast	220.25	120.01
comp54733_c2		blast	38.4	31.88
comp54734_c0	zdhhc16b	blast	69.33	69.38
comp54735_c0		blast	11.2	46.88
comp54736_c0	fn3krp	blast	245.32	371.28
comp54737_c0		blast	11.73	0.0
comp54740_c0	znf711	blast	127.46	61.88
comp54740_c2		blast	49.6	65.63
comp54741_c0	adh5	blast	453.3	926.32
comp54743_c1	zgc:172112	blast	362.64	241.89
comp54743_c4		blast	10.13	5.63
comp54743_c5		blast	12.8	7.5
comp54744_c0	cenpj	blast	18.13	7.5
comp54745_c1	CR556713.2	blast	52.26	41.25
comp54746_c1	zfand4	blast	92.26	120.01
comp54747_c0	glt8d1	blast	543.43	643.17
comp54748_c0	wdr59	blast	45.86	50.63
comp54749_c0	tram1	blast	31.46	35.63
comp54749_c1		blast	40.53	54.38
comp54751_c1	efna5b	blast	65.6	129.38
comp54752_c1	pik3cb	blast	258.11	196.89
comp54753_c0	ext2	blast	233.58	202.51
comp54754_c1	BCL2 (2 of 2)	blast	56.53	82.51
comp54755_c0		blast	44.26	65.63
comp54756_c0	tmem194b	blast	50.66	63.75
comp54757_c0		blast	26.13	35.63
comp54757_c1	si:dkey-261h17.1	blast	659.15	369.4
comp54758_c0	fam173b	blast	56.0	84.38
comp54759_c0	TULP4 (2 of 2)	blast	181.85	105.01
comp54760_c1	thoc2	blast	261.31	260.64
comp54761_c0	ttc4	blast	294.91	408.78
comp54762_c1	FAM82A1	blast	143.99	65.63
comp54763_c0	abhd16a	blast	333.84	277.52
comp54764_c0		blast	10.67	11.25
comp54765_c0		blast	92.79	191.26
comp54765_c2	mblac2	blast	60.26	140.64
comp54766_c1		blast	17.07	84.38
comp54767_c0		blast	191.99	133.13
comp54768_c0	ccdc22	blast	109.33	99.38
comp54768_c2		blast	22.93	24.38
comp54769_c0		blast	314.11	3.75
comp54770_c0	PPP5C	blast	477.83	675.05
comp54771_c0		blast	70.39	46.88
comp54771_c1	LRP10	blast	355.17	286.9
comp54771_c2		blast	66.66	41.25
comp54772_c0		blast	12.8	13.13
comp54772_c1	DDX11	blast	24.53	24.38
comp54773_c1		blast	20.8	11.25
comp54774_c1		blast	14.4	0.0
comp54774_c2		blast	12.27	3.75
comp54775_c0	PLXDC2 (1 of 2)	blast	682.62	303.77
comp54777_c0		blast	10.13	11.25
comp54778_c0	ufl1	blast	940.73	2769.57
comp54779_c0	dlat	blast	804.74	866.31
comp54780_c0		blast	33.6	33.75
comp54780_c1	zgc:123010	blast	117.86	273.77
comp54781_c0	MPC1	blast	404.24	1432.6
comp54781_c1	zfp106	blast	36482.18	9973.84
comp54781_c2		blast	41.06	60.0
comp54782_c1		blast	14.4	3.75
comp54782_c2	cnr1	blast	191.99	116.26
comp54783_c0	asah1a	blast	101.33	110.63
comp54785_c0	tmem145	blast	540.76	127.51
comp54785_c2	mfap1	blast	668.22	686.3
comp54786_c0	itih5	blast	1559.89	2208.91
comp54787_c0		blast	25.06	5.63
comp54787_c1		blast	422.9	294.4
comp54787_c2	wu:fe36b12	blast	151.46	217.52
comp54788_c0		blast	20.27	1.88
comp54789_c1	setd1ba	blast	36.26	18.75
comp54790_c0	ruvbl2	blast	178.65	211.89
comp54791_c0		blast	142.39	0.0
comp54791_c2	cux2	blast	121.59	1.88
comp54791_c5		blast	11.73	0.0
comp54791_c7		blast	35.2	0.0
comp54792_c0	mus81	blast	41.6	28.13
comp54794_c3	PLA2R1	blast	21.87	35.63
comp54795_c0		blast	191.99	80.63
comp54796_c0		blast	17.6	20.63
comp54796_c2		blast	14.93	9.38
comp54796_c4	DPY19L3	blast	61.86	65.63
comp54797_c0		blast	61.86	82.51
comp54797_c1	SLC37A3	blast	106.66	208.14
comp54797_c2	polr3f	blast	105.06	103.13
comp54797_c3		blast	62.93	41.25
comp54797_c4	SLC37A3	blast	22.93	3.75
comp54799_c0		blast	365.84	483.78
comp54800_c0	TPMT (1 of 2)	blast	64.0	58.13
comp54801_c0		blast	30.4	31.88
comp54802_c1	lmbrd2a	blast	76.26	103.13
comp54803_c0	arpp21	blast	17.6	384.4
comp54804_c0	LRCH1	blast	24.53	35.63
comp54805_c0	CNTROB	blast	66.13	63.75
comp54807_c1	UBAC2 (1 of 2)	blast	20.27	48.75
comp54809_c1	sirt5	blast	79.99	103.13
comp54810_c0		blast	17.07	11.25
comp54811_c0		blast	20.27	13.13
comp54812_c0		blast	53.33	58.13
comp54813_c0	FAM83H (1 of 2)	blast	377.04	345.02
comp54813_c1		blast	121.59	150.01
comp54814_c0		blast	70.93	155.64
comp54816_c1		blast	51.2	0.0
comp54816_c2	trim36	blast	28.26	5.63
comp54817_c1	TRAF3IP3	blast	34.13	35.63
comp54820_c1	pole2	blast	56.0	91.88
comp54821_c0		blast	870.34	60.0
comp54822_c0		blast	45.86	52.5
comp54822_c1	trmt61a	blast	126.39	170.64
comp54824_c0		blast	13.33	11.25
comp54824_c1	heatr3	blast	105.59	153.76
comp54825_c0		blast	16.53	0.0
comp54827_c0		blast	19.2	13.13
comp54828_c0	C1H7orf26	blast	49.06	22.5
comp54829_c1	mll5	blast	70.39	37.5
comp54830_c0	KLHL3	blast	151.99	133.13
comp54831_c0	zgc:162872	blast	116.26	116.26
comp54832_c0		blast	12.27	16.88
comp54832_c1		blast	16.53	1.88
comp54832_c5	usp44	blast	72.53	52.5
comp54832_c6	ZBTB43	blast	17.6	48.75
comp54832_c7		blast	10.13	26.25
comp54833_c0	arsa	blast	135.46	148.14
comp54834_c0		blast	48.0	18.75
comp54835_c0	slc25a18	blast	151.46	225.02
comp54837_c1	xpc	blast	67.73	127.51
comp54839_c1	fam123b	blast	68.26	90.01
comp54839_c2		blast	30.93	33.75
comp54840_c0	CEP152	blast	38.93	52.5
comp54841_c0	FAM210A (1 of 2)	blast	287.45	541.91
comp54842_c1	ATXN1L	blast	29.33	43.13
comp54843_c0	NPAS3	blast	581.82	5.63
comp54844_c1	MYO1D	blast	45.86	120.01
comp54845_c0	si:ch211-288g17.3	blast	13.33	9.38
comp54846_c0	dsc2l	blast	221.85	195.01
comp54849_c3	akap7	blast	63.46	180.01
comp54849_c4		blast	12.8	22.5
comp54851_c0		blast	3.73	58.13
comp54851_c1		blast	11.2	13.13
comp54851_c2		blast	60.26	376.9
comp54852_c0	p2rx5	blast	30.4	247.52
comp54853_c2	tubg1	blast	52.8	58.13
comp54855_c0	SH3GLB1 (1 of 2)	blast	1088.46	453.78
comp54856_c0	ddx51	blast	60.26	178.14
comp54857_c2		blast	22.93	15.0
comp54857_c5	C22H6orf89	blast	73.06	80.63
comp54858_c1		blast	126.92	303.77
comp54858_c2	IRF2 (2 of 2)	blast	45.33	198.76
comp54859_c0		blast	35.2	7.5
comp54859_c1	mrpl46	blast	107.19	93.76
comp54859_c3		blast	190.39	24.38
comp54860_c0	CHCHD5	blast	35.73	33.75
comp54861_c1	si:ch211-161h7.4	blast	144.52	118.13
comp54862_c0	sorbs3	blast	10.67	30.0
comp54862_c1	sorbs3	blast	8.53	18.75
comp54863_c0	jkamp	blast	103.99	56.25
comp54864_c0	C8H9orf3	blast	71.46	69.38
comp54865_c0	bnip3la	blast	1015.93	502.54
comp54866_c0		blast	8.53	20.63
comp54866_c1	wu:fl04e06	blast	18.13	45.0
comp54867_c0	hk2	blast	33.06	20.63
comp54868_c0		blast	184.52	166.89
comp54869_c0	UBAP2 (2 of 2)	blast	443.7	1282.59
comp54869_c1		blast	214.92	101.26
